evidence_block,scene_id,scene_name,scene_group,terrain_class,method,seed,n_segments,path_length_km,path_without_transition_km,boundary_transition_km,heading_turn_transition_km_at_base_radius,base_min_turn_radius_m,coverage_pct,excess_overlap_pct,line_count,feasible,radius_m,line_change_count,line_change_turn_arc_km,heading_turn_arc_km,total_turn_arc_km,vehicle_length_km,turn_arc_fraction_pct,mission_time_h,vehicle_length_gain_vs_fixed_pct,mission_time_gain_vs_fixed_pct
main_benchmark,synthetic_flat,Flat Seafloor,synthetic,flat,Full Geometry-Aware Hybrid GA,19,1,201.43873314156167,201.43873314156167,0.0,0.0,0.0,98.66666666666669,0.0,26,1,100.0,25,7.853981633974483,0.0,7.853981633974483,209.29271477553615,3.752630206167367,40.212351186946414,3.5643870542982876,3.5746070618955144
main_benchmark,synthetic_flat,Flat Seafloor,synthetic,flat,Full Geometry-Aware Hybrid GA,20,1,201.4352617177165,201.4352617177165,0.0,0.0,0.0,98.66666666666669,0.0,26,1,25.0,25,1.9634954084936207,0.0,1.9634954084936207,203.3987571262101,0.9653428743791489,38.03004676568587,3.5578485268540896,3.560613237631347
main_benchmark,synthetic_flat,Flat Seafloor,synthetic,flat,Full Geometry-Aware Hybrid GA,20,1,201.4352617177165,201.4352617177165,0.0,0.0,0.0,98.66666666666669,0.0,26,1,50.0,25,3.9269908169872414,0.0,3.9269908169872414,205.3622525347037,1.912226209304764,38.75726728735018,3.5606132376313453,3.5659865790914083
main_benchmark,synthetic_flat,Flat Seafloor,synthetic,flat,Full Geometry-Aware Hybrid GA,20,1,201.4352617177165,201.4352617177165,0.0,0.0,0.0,98.66666666666669,0.0,26,1,100.0,25,7.853981633974483,0.0,7.853981633974483,209.28924335169097,3.752692450025538,40.21170833067879,3.565986579091416,3.576148570073444
main_benchmark,synthetic_flat,Flat Seafloor,synthetic,flat,Full Geometry-Aware Hybrid GA,21,1,201.42018345050596,201.42018345050596,0.0,0.0,0.0,98.66666666666669,0.0,26,1,25.0,25,1.9634954084936207,0.0,1.9634954084936207,203.3836788589996,0.9654144420579878,38.027254493980216,3.5649979340127964,3.5676940853785526
main_benchmark,synthetic_flat,Flat Seafloor,synthetic,flat,Full Geometry-Aware Hybrid GA,21,1,201.42018345050596,201.42018345050596,0.0,0.0,0.0,98.66666666666669,0.0,26,1,50.0,25,3.9269908169872414,0.0,3.9269908169872414,205.3471742674932,1.9123666205758403,38.75447501564452,3.5676940853785553,3.5729341784962343
main_benchmark,synthetic_flat,Flat Seafloor,synthetic,flat,Full Geometry-Aware Hybrid GA,21,1,201.42018345050596,201.42018345050596,0.0,0.0,0.0,98.66666666666669,0.0,26,1,100.0,25,7.853981633974483,0.0,7.853981633974483,209.27416508448044,3.752962832657324,40.20891605897314,3.5729341784962294,3.582844172008174
main_benchmark,synthetic_flat,Flat Seafloor,synthetic,flat,Full Geometry-Aware Hybrid GA,22,1,201.40891439911417,201.40891439911417,0.0,0.0,0.0,98.66666666666669,0.0,26,1,25.0,25,1.9634954084936207,0.0,1.9634954084936207,203.3724098076078,0.9654679365559495,38.02516763261137,3.5703411896778814,3.5729861017652134
main_benchmark,synthetic_flat,Flat Seafloor,synthetic,flat,Full Geometry-Aware Hybrid GA,22,1,201.40891439911417,201.40891439911417,0.0,0.0,0.0,98.66666666666669,0.0,26,1,50.0,25,3.9269908169872414,0.0,3.9269908169872414,205.3359052161014,1.9124715732761708,38.75238815427568,3.57298610176523,3.57812660900891
main_benchmark,synthetic_flat,Flat Seafloor,synthetic,flat,Full Geometry-Aware Hybrid GA,22,1,201.40891439911417,201.40891439911417,0.0,0.0,0.0,98.66666666666669,0.0,26,1,100.0,25,7.853981633974483,0.0,7.853981633974483,209.26289603308865,3.7531649340897064,40.206829197604286,3.5781266090089185,3.5878482670575638
main_benchmark,synthetic_flat,Flat Seafloor,synthetic,flat,Full Geometry-Aware Hybrid GA,23,1,201.43554924296004,201.43554924296004,0.0,0.0,0.0,99.33333333333331,0.0,26,1,25.0,25,1.9634954084936207,0.0,1.9634954084936207,203.39904465145366,0.9653415097687814,38.03010001110135,3.557712195868185,3.560478213994685
