evidence_block,scene_id,scene_name,scene_group,terrain_class,method,n_segments,radius_m,n_runs,path_length_km_mean,path_length_km_std,path_length_km_min,path_length_km_max,vehicle_length_km_mean,vehicle_length_km_std,vehicle_length_km_min,vehicle_length_km_max,mission_time_h_mean,mission_time_h_std,mission_time_h_min,mission_time_h_max,vehicle_length_gain_vs_fixed_pct_mean,vehicle_length_gain_vs_fixed_pct_std,vehicle_length_gain_vs_fixed_pct_min,vehicle_length_gain_vs_fixed_pct_max,mission_time_gain_vs_fixed_pct_mean,mission_time_gain_vs_fixed_pct_std,mission_time_gain_vs_fixed_pct_min,mission_time_gain_vs_fixed_pct_max,turn_arc_fraction_pct_mean,turn_arc_fraction_pct_std,turn_arc_fraction_pct_min,turn_arc_fraction_pct_max,line_count_mean,line_count_std,line_count_min,line_count_max,line_change_count_mean,line_change_count_std,line_change_count_min,line_change_count_max,coverage_pct_mean,coverage_pct_std,coverage_pct_min,coverage_pct_max,excess_overlap_pct_mean,excess_overlap_pct_std,excess_overlap_pct_min,excess_overlap_pct_max,feasible_mean,feasible_std,feasible_min,feasible_max
main_benchmark,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,public,complex_relief,Fixed-Spacing,1,100.0,1,6700.516576082014,,6700.516576082014,6700.516576082014,6723.13604318786,,6723.13604318786,6723.13604318786,1249.2139833877236,,1249.2139833877236,1249.2139833877236,0.0,,0.0,0.0,0.0,,0.0,0.0,0.33644220436035094,,0.33644220436035094,0.33644220436035094,73.0,,73,73,72.0,,72,72,99.33333333333331,,99.33333333333331,99.33333333333331,0.8148148148148147,,0.8148148148148147,0.8148148148148147,1.0,,1,1
main_benchmark,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,public,complex_relief,Full Geometry-Aware Hybrid GA,1,25.0,50,6656.567382856836,0.06120389455572786,6656.384253803436,6656.620000000046,6661.122692204541,0.061203894555577495,6660.939563151142,6661.175309347752,1234.3848151022678,0.011334054547418291,1234.350902314601,1234.3945590176772,0.6717506559112497,0.0009126503113915448,0.6709660481263251,0.6744814100376486,0.6875670786719297,0.0009118813826872482,0.6867831319369567,0.6902955320757025,0.06838651018113104,6.283578938990511e-07,0.06838596998509631,0.068388390324175,59.0,0.0,59,59,58.0,0.0,58,58,99.55000000000001,0.4195478615882307,99.16666666666669,100.0,0.09029313116666189,0.1152684511936221,0.0,0.4644609658001306,1.0,0.0,1,1
main_benchmark,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,public,complex_relief,Full Geometry-Aware Hybrid GA,1,50.0,50,6656.567382856836,0.06120389455572786,6656.384253803436,6656.620000000046,6665.678001552245,0.061203894555577495,6665.494872498846,6665.7306186954565,1236.071966712529,0.011334054547399214,1236.0380539248622,1236.0817106279385,0.6875670786719309,0.0009118813826848385,0.6867831319369635,0.6902955320756842,0.7191201045112191,0.0009103474057761873,0.7183374765400813,0.7218439680806006,0.13667954998788637,1.254998691353731e-06,0.13667847107198924,0.13668330513612553,59.0,0.0,59,59,58.0,0.0,58,58,99.55000000000001,0.4195478615882307,99.16666666666669,100.0,0.09029313116666189,0.1152684511936221,0.0,0.4644609658001306,1.0,0.0,1,1
main_benchmark,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,public,complex_relief,Full Geometry-Aware Hybrid GA,1,100.0,50,6656.567382856836,0.06120389455572786,6656.384253803436,6656.620000000046,6674.788620247656,0.06120389455572786,6674.6054911942565,6674.841237390867,1239.4462699330513,0.01133405454738425,1239.4123571453847,1239.4560138484608,0.7191201045112261,0.0009103474057722846,0.7183374765400967,0.721843968080591,0.7819087509878329,0.0009072948828686353,0.7811287472783764,0.7846234810595077,0.27298598396133356,2.503150078472144e-06,0.27298383201610515,0.272993473769497,59.0,0.0,59,59,58.0,0.0,58,58,99.55000000000001,0.4195478615882307,99.16666666666669,100.0,0.09029313116666189,0.1152684511936221,0.0,0.4644609658001306,1.0,0.0,1,1
main_benchmark,synthetic_complex,Complex Terrain,synthetic,complex_relief,Adaptive Spacing w/o GA,1,25.0,1,254.4283149777902,,254.4283149777902,254.4283149777902,257.49136781504023,,257.49136781504023,257.49136781504023,48.25081863931302,,48.25081863931302,48.25081863931302,25.544351113585247,,25.544351113585247,25.544351113585247,25.404051176796415,,25.404051176796415,25.404051176796415,1.1895749606061679,,1.1895749606061679,1.1895749606061679,40.0,,40,40,39.0,,39,39,96.87777777777778,,96.87777777777778,96.87777777777778,7.121152941554071,,7.121152941554071,7.121152941554071,0.0,,0,0
main_benchmark,synthetic_complex,Complex Terrain,synthetic,complex_relief,Adaptive Spacing w/o GA,1,50.0,1,254.4283149777902,,254.4283149777902,254.4283149777902,260.5544206522903,,260.5544206522903,260.5544206522903,49.385282653109336,,49.385282653109336,49.385282653109336,25.40405117679641,,25.40405117679641,25.40405117679641,25.131618225566537,,25.131618225566537,25.131618225566537,2.351180862394724,,2.351180862394724,2.351180862394724,40.0,,40,40,39.0,,39,39,96.87777777777778,,96.87777777777778,96.87777777777778,7.121152941554071,,7.121152941554071,7.121152941554071,0.0,,0,0
main_benchmark,synthetic_complex,Complex Terrain,synthetic,complex_relief,Adaptive Spacing w/o GA,1,100.0,1,254.4283149777902,,254.4283149777902,254.4283149777902,266.6805263267904,,266.6805263267904,266.6805263267904,51.65421068070197,,51.65421068070197,51.65421068070197,25.131618225566534,,25.131618225566534,25.131618225566534,24.617284356475054,,24.617284356475054,24.617284356475054,4.594340470884749,,4.594340470884749,4.594340470884749,40.0,,40,40,39.0,,39,39,96.87777777777778,,96.87777777777778,96.87777777777778,7.121152941554071,,7.121152941554071,7.121152941554071,0.0,,0,0
main_benchmark,synthetic_complex,Complex Terrain,synthetic,complex_relief,Fixed-Spacing,1,25.0,1,342.37612472999996,,342.37612472999996,342.37612472999996,345.8318766489487,,345.8318766489487,345.8318766489487,64.6828941792403,,64.6828941792403,64.6828941792403,0.0,,0.0,0.0,0.0,,0.0,0.0,0.9992577758980499,,0.9992577758980499,0.9992577758980499,45.0,,45,45,44.0,,44,44,96.1888888888889,,96.1888888888889,96.1888888888889,28.497640907255647,,28.497640907255647,28.497640907255647,0.0,,0,0
main_benchmark,synthetic_complex,Complex Terrain,synthetic,complex_relief,Fixed-Spacing,1,50.0,1,342.37612472999996,,342.37612472999996,342.37612472999996,349.2876285678975,,349.2876285678975,349.2876285678975,65.96280229736946,,65.96280229736946,65.96280229736946,0.0,,0.0,0.0,0.0,,0.0,0.0,1.9787428103981721,,1.9787428103981721,1.9787428103981721,45.0,,45,45,44.0,,44,44,96.1888888888889,,96.1888888888889,96.1888888888889,28.497640907255647,,28.497640907255647,28.497640907255647,0.0,,0,0
main_benchmark,synthetic_complex,Complex Terrain,synthetic,complex_relief,Fixed-Spacing,1,100.0,1,342.37612472999996,,342.37612472999996,342.37612472999996,356.19913240579507,,356.19913240579507,356.19913240579507,68.5226185336278,,68.5226185336278,68.5226185336278,0.0,,0.0,0.0,0.0,,0.0,0.0,3.8806966155233114,,3.8806966155233114,3.8806966155233114,45.0,,45,45,44.0,,44,44,96.1888888888889,,96.1888888888889,96.1888888888889,28.497640907255647,,28.497640907255647,28.497640907255647,0.0,,0,0
main_benchmark,synthetic_complex,Complex Terrain,synthetic,complex_relief,Full Geometry-Aware Hybrid GA,1,25.0,50,254.1132062990911,0.19222751544581257,253.77841703513968,254.58764098023187,257.1762591363412,0.19222751544582228,256.8414698723897,257.6506938174819,48.192465180294676,0.035597688045519715,48.130467168451815,48.28032345457999,25.635467259890905,0.05558409401367635,25.498280750151565,25.732274201806003,25.494265846005014,0.05503416088166459,25.358436620364827,25.590115007718552,1.1910331553439073,0.0008900685969370573,1.1888393513971651,1.192584997575317,40.0,0.0,40,40,39.0,0.0,39,39,96.831,0.042784918566474345,96.75555555555556,96.94444444444444,7.169650482957979,0.05287538692242723,7.0579624365977605,7.289344557660367,0.0,0.0,0,0
main_benchmark,synthetic_complex,Complex Terrain,synthetic,complex_relief,Full Geometry-Aware Hybrid GA,1,50.0,50,254.1132062990911,0.19222751544581257,253.77841703513968,254.58764098023187,260.2393119735912,0.1922275154458237,259.90452270963976,260.71374665473195,49.32692919409098,0.035597688045520985,49.26493118224813,49.41478746837631,25.494265846005,0.055034160881665566,25.358436620364817,25.590115007718545,25.2200824159678,0.0539663064723075,25.086888750408765,25.314071770094028,2.3540290292982364,0.0017384828435453182,2.349744021213047,2.357060050603298,40.0,0.0,40,40,39.0,0.0,39,39,96.831,0.042784918566474345,96.75555555555556,96.94444444444444,7.169650482957979,0.05287538692242723,7.0579624365977605,7.289344557660367,0.0,0.0,0,0
main_benchmark,synthetic_complex,Complex Terrain,synthetic,complex_relief,Full Geometry-Aware Hybrid GA,1,100.0,50,254.1132062990911,0.19222751544581257,253.77841703513968,254.58764098023187,266.3654176480913,0.19222751544581942,266.03062838413985,266.83985232923203,51.59585722168361,0.035597688045520166,51.53385920984075,51.683715495968926,25.220082415967795,0.053966306472308136,25.08688875040877,25.31407177009403,24.70244376845772,0.05195027394939702,24.574225851271443,24.792921939271398,4.5997778951178425,0.0033188868084825214,4.5915972603234625,4.60556418763496,40.0,0.0,40,40,39.0,0.0,39,39,96.831,0.042784918566474345,96.75555555555556,96.94444444444444,7.169650482957979,0.05287538692242723,7.0579624365977605,7.289344557660367,0.0,0.0,0,0
main_benchmark,synthetic_flat,Flat Seafloor,synthetic,flat,Adaptive Spacing w/o GA,1,25.0,1,201.44145911860127,,201.44145911860127,201.44145911860127,203.4049545270949,,203.4049545270949,203.4049545270949,38.031194432516386,,38.031194432516386,38.031194432516386,3.554910010005142,,3.554910010005142,3.554910010005142,3.5577028997602236,,3.5577028997602236,3.5577028997602236,0.9653134620337234,,0.9653134620337234,0.9653134620337234,26.0,,26,26,25.0,,25,25,99.33333333333331,,99.33333333333331,99.33333333333331,0.0,,0.0,0.0,1.0,,1,1
main_benchmark,synthetic_flat,Flat Seafloor,synthetic,flat,Adaptive Spacing w/o GA,1,50.0,1,201.44145911860127,,201.44145911860127,201.44145911860127,205.3684499355885,,205.3684499355885,205.3684499355885,38.7584149541807,,38.7584149541807,38.7584149541807,3.55770289976023,,3.55770289976023,3.55770289976023,3.563131008348598,,3.563131008348598,3.563131008348598,1.9121685040807863,,1.9121685040807863,1.9121685040807863,26.0,,26,26,25.0,,25,25,99.33333333333331,,99.33333333333331,99.33333333333331,0.0,,0.0,0.0,1.0,,1,1
