scene_id,scene_name,method,method_label,scenario,scenario_label,n_mc,current_speed_mps,orientation_deg,line_count,path_length_km,path_cost_vs_hybrid_pct,path_gain_vs_fixed_pct,nominal_coverage_pct,nominal_excess_overlap_pct,coverage_pct_mean,coverage_pct_p05,coverage_pct_p50,coverage_pct_p95,excess_overlap_pct_mean,excess_overlap_pct_p50,excess_overlap_pct_p95,feasible_rate,residual_drift_frac_p95,selected_target_overlap,selected_quantile,selected_used_ga_cleanup,selected_selection_score,selected_base_coverage_pct,selected_base_excess_overlap_pct
gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Fixed-Spacing,Fixed,mild_current,Mild,300,0.05,0.0,117,15166.70891059631,0.854876070044779,0.0,100.0,0.7985185185185184,99.32866666666668,99.20527777777778,99.33333333333333,99.42777777777778,0.8203860935401567,0.7987439334212922,1.006502136617967,1.0,0.01829441630267281,,,,,,
gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Fixed-Spacing,Fixed,cross_current,Cross,300,0.15,0.0,117,15166.70891059631,0.854876070044779,0.0,100.0,0.7985185185185184,99.26062962962962,98.90527777777777,99.32222222222222,99.54027777777777,0.8982173067461375,0.8374637317465605,1.3011641061460009,1.0,0.06992621372558518,,,,,,
gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Fixed-Spacing,Fixed,adverse_current,Adverse,300,0.3,0.0,117,15166.70891059631,0.854876070044779,0.0,100.0,0.7985185185185184,98.81344444444444,97.49444444444444,99.02222222222223,99.42277777777777,1.3648334636523263,1.1582286045052617,2.8900870092206365,0.93,0.16947468657445114,,,,,,
gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Full Geometry-Aware Hybrid GA,Hybrid,mild_current,Mild,300,0.05,0.0,116,15038.151353299834,0.0,0.847629884995405,99.33333333333333,0.017754944001838673,99.06803703703704,98.66666666666667,99.19166666666666,99.33333333333333,0.02685454570453251,0.0227191963380641,0.06039225032757188,1.0,0.018212366173412736,,,,,,
gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Full Geometry-Aware Hybrid GA,Hybrid,cross_current,Cross,300,0.15,0.0,116,15038.151353299834,0.0,0.847629884995405,99.33333333333333,0.017754944001838673,99.0011851851852,98.66666666666667,99.01666666666667,99.33333333333333,0.12398188219641544,0.0830301773337499,0.3605387147385366,1.0,0.0698288876370955,,,,,,
gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Full Geometry-Aware Hybrid GA,Hybrid,adverse_current,Adverse,300,0.3,0.0,116,15038.151353299834,0.0,0.847629884995405,99.33333333333333,0.017754944001838673,98.56307407407408,97.38805555555555,98.6888888888889,99.26166666666666,0.7014908213419229,0.5056878277322459,2.0717644686985754,0.98,0.16942026705087124,,,,,,
gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Current/Uncertainty-Margin Hybrid,UA-Hybrid,mild_current,Mild,300,0.05,0.0,116,15038.223860078393,0.00048215220644728924,0.8471518196551509,99.33333333333333,0.0,99.0837962962963,98.66666666666667,99.22222222222223,99.33333333333333,1.350104041367315e-07,0.0,0.0,1.0,0.018212366173412736,,,,,,
gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Current/Uncertainty-Margin Hybrid,UA-Hybrid,cross_current,Cross,300,0.15,0.0,116,15038.223860078393,0.00048215220644728924,0.8471518196551509,99.33333333333333,0.0,99.03064814814815,98.66666666666667,99.05555555555557,99.33333333333333,0.034937199528788494,0.005384484581236408,0.13849091012932982,1.0,0.0698288876370955,,,,,,
gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Current/Uncertainty-Margin Hybrid,UA-Hybrid,adverse_current,Adverse,300,0.3,0.0,116,15038.223860078393,0.00048215220644728924,0.8471518196551509,99.33333333333333,0.0,98.64438888888888,97.52111111111111,98.74166666666666,99.30666666666667,0.5891915396786118,0.4025467167804855,1.9272996549202588,0.9866666666666667,0.16942026705087124,,,,,,
gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Current-Aware Margin Hybrid,CA-Hybrid,mild_current,Mild,300,0.05,0.0,116,15038.223860078393,0.00048215220644728924,0.8471518196551509,99.33333333333333,0.0,99.0837962962963,98.66666666666667,99.22222222222223,99.33333333333333,1.350104041367315e-07,0.0,0.0,1.0,0.018212366173412736,0.15,0.18,1,2.6259643044128853,99.33333333333333,0.0
