scene_id,scene_name,target_overlap,quantile,used_ga_cleanup,orientation_deg,line_count,path_length_km,coverage_pct,excess_overlap_pct,cross_feasible_rate,cross_coverage_p05,cross_overlap_p95,adverse_feasible_rate,adverse_coverage_p05,adverse_overlap_p95,selection_score
gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,0.25,0.18,0,90.0,95,17047.539999999964,100.0,4.999999999999999,0.0625,98.61055555555556,6.033621659662329,0.15,97.19000000000001,6.77086350860576,847.6685723288849
gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,0.25,0.22,0,90.0,95,17047.539999999964,100.0,4.999999999999999,0.0625,98.61055555555556,6.033621659662329,0.15,97.19000000000001,6.77086350860576,847.6685723288849
gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,0.25,0.26,0,90.0,95,17047.539999999964,100.0,4.999999999999999,0.0625,98.61055555555556,6.033621659662329,0.15,97.19000000000001,6.77086350860576,847.6685723288849
gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,0.25,0.3,0,90.0,95,17047.539999999964,100.0,4.999999999999999,0.0625,98.61055555555556,6.033621659662329,0.15,97.19000000000001,6.77086350860576,847.6685723288849
gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,0.25,0.34,0,90.0,95,17047.539999999964,100.0,4.999999999999999,0.0625,98.61055555555556,6.033621659662329,0.15,97.19000000000001,6.77086350860576,847.6685723288849
gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,0.3,0.18,0,90.0,101,18115.31199999996,99.16666666666667,10.000000000000002,0.0,98.33055555555555,10.610847240236073,0.0,96.13861111111112,11.519315732930174,1363.9873538682332
gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,0.3,0.22,0,90.0,101,18115.31199999996,99.16666666666667,10.000000000000002,0.0,98.33055555555555,10.610847240236073,0.0,96.13861111111112,11.519315732930174,1363.9873538682332
gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,0.3,0.26,0,90.0,101,18115.31199999996,99.16666666666667,10.000000000000002,0.0,98.33055555555555,10.610847240236073,0.0,96.13861111111112,11.519315732930174,1363.9873538682332
gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,0.3,0.3,0,90.0,101,18115.31199999996,99.16666666666667,10.000000000000002,0.0,98.33055555555555,10.610847240236073,0.0,96.13861111111112,11.519315732930174,1363.9873538682332
gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,0.3,0.34,0,90.0,101,18115.31199999996,99.16666666666667,10.000000000000002,0.0,98.33055555555555,10.610847240236073,0.0,96.13861111111112,11.519315732930174,1363.9873538682332
