scene_id,scene_name,method,line_count,turn_count,geometric_length_km,geometric_gain_vs_fixed_pct,turning_length_R25_km,turning_gain_R25_pct,turning_length_R50_km,turning_gain_R50_pct,turning_length_R100_km,turning_gain_R100_pct
gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Adaptive Spacing w/o GA,116,115,15038.223860078391,0.8471518196551628,15047.255938957462,0.8471607749822743,15056.288017836532,0.8471697195633815,15074.352175594673,0.8471875765649071
gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Fixed-Spacing,117,116,15166.70891059631,0.0,15175.81952929172,0.0,15184.93014798713,0.0,15203.15138537795,0.0
gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Full Geometry-Aware Hybrid GA,116,115,15038.15691505044,0.8475932142144288,15047.18899392951,0.8476019045556844,15056.221072808581,0.8476105844689074,15074.285230566722,0.8476279130862907
gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Adaptive Spacing w/o GA,59,58,6656.620000000051,0.6551222668214232,6661.175309347756,0.6709660481264189,6665.730618695461,0.6867831319370573,6674.841237390871,0.7183374765401903
gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Fixed-Spacing,73,72,6700.516576082025,0.0,6706.171442858486,0.0,6711.826309634947,0.0,6723.136043187871,0.0
gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,59,58,6656.574420540773,0.655802504811443,6661.129729888478,0.671645712517144,6665.685039236183,0.6874622236950287,6674.795657931593,0.7190154259225217
