coverage_penalty_weight,overlap_penalty_weight,scene_id,scene_name,method,n_runs,orientation_deg_mean,orientation_deg_std,orientation_deg_min,orientation_deg_max,line_count_mean,line_count_std,line_count_min,line_count_max,path_length_km_mean,path_length_km_std,path_length_km_min,path_length_km_max,path_gain_vs_fixed_pct_mean,path_gain_vs_fixed_pct_std,path_gain_vs_fixed_pct_min,path_gain_vs_fixed_pct_max,coverage_pct_mean,coverage_pct_std,coverage_pct_min,coverage_pct_max,excess_overlap_pct_mean,excess_overlap_pct_std,excess_overlap_pct_min,excess_overlap_pct_max,planning_time_s_mean,planning_time_s_std,planning_time_s_min,planning_time_s_max,feasible_mean,feasible_std,feasible_min,feasible_max
40.0,1.5,gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Adaptive Spacing w/o GA,1,0.0,0.0,0.0,0.0,116.0,0.0,116.0,116.0,15038.223860078393,0.0,15038.223860078393,15038.223860078393,0.8471518196551509,0.0,0.8471518196551509,0.8471518196551509,99.33333333333333,0.0,99.33333333333333,99.33333333333333,0.0,0.0,0.0,0.0,0.7670455829938874,0.0,0.7670455829938874,0.7670455829938874,1.0,0.0,1.0,1.0
40.0,1.5,gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Fixed-Spacing,1,0.0,0.0,0.0,0.0,117.0,0.0,117.0,117.0,15166.70891059631,0.0,15166.70891059631,15166.70891059631,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.7985185185185184,0.0,0.7985185185185184,0.7985185185185184,0.06021929200505838,0.0,0.06021929200505838,0.06021929200505838,1.0,0.0,1.0,1.0
40.0,1.5,gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Full Geometry-Aware Hybrid GA,5,0.0,0.0,0.0,0.0,116.0,0.0,116.0,116.0,15038.155347306214,0.05260029551278794,15038.087328132076,15038.223860078393,0.8476035509607478,0.00034681416926278866,0.8471518196551509,0.848052027782843,98.93333333333334,0.36514837167010555,98.66666666666667,99.33333333333333,0.08537854526552743,0.07098375431616,0.0,0.15191273683398185,0.6956171249970794,0.006395779774201858,0.6857290419866331,0.7022188330010977,1.0,0.0,1.0,1.0
40.0,1.5,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Adaptive Spacing w/o GA,1,90.0,0.0,90.0,90.0,59.0,0.0,59.0,59.0,6656.620000000051,0.0,6656.620000000051,6656.620000000051,0.6551222668214232,0.0,0.6551222668214232,0.6551222668214232,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.5973270839895122,0.0,0.5973270839895122,0.5973270839895122,1.0,0.0,1.0,1.0
40.0,1.5,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Fixed-Spacing,1,0.0,0.0,0.0,0.0,73.0,0.0,73.0,73.0,6700.516576082025,0.0,6700.516576082025,6700.516576082025,0.0,0.0,0.0,0.0,99.33333333333333,0.0,99.33333333333333,99.33333333333333,0.8148148148148147,0.0,0.8148148148148147,0.8148148148148147,0.03965175000485033,0.0,0.03965175000485033,0.03965175000485033,1.0,0.0,1.0,1.0
40.0,1.5,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,5,90.0,0.0,90.0,90.0,59.0,0.0,59.0,59.0,6656.466251368433,0.03919294084759912,6656.399248285274,6656.495436259345,0.6574168456030876,0.0005849241681977321,0.6569812837985644,0.6584168145218969,99.16666666666667,0.0,99.16666666666667,99.16666666666667,0.19167200381019459,0.10156317322000964,0.04933670074740942,0.33204071100950805,0.3092852247937117,0.003925561973396927,0.30409249998047017,0.31312466599047184,1.0,0.0,1.0,1.0
40.0,3.0,gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Adaptive Spacing w/o GA,1,0.0,0.0,0.0,0.0,116.0,0.0,116.0,116.0,15038.223860078393,0.0,15038.223860078393,15038.223860078393,0.8471518196551509,0.0,0.8471518196551509,0.8471518196551509,99.33333333333333,0.0,99.33333333333333,99.33333333333333,0.0,0.0,0.0,0.0,0.7524054579844233,0.0,0.7524054579844233,0.7524054579844233,1.0,0.0,1.0,1.0
40.0,3.0,gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Fixed-Spacing,1,0.0,0.0,0.0,0.0,117.0,0.0,117.0,117.0,15166.70891059631,0.0,15166.70891059631,15166.70891059631,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.7985185185185184,0.0,0.7985185185185184,0.7985185185185184,0.05961258398019709,0.0,0.05961258398019709,0.05961258398019709,1.0,0.0,1.0,1.0
40.0,3.0,gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Full Geometry-Aware Hybrid GA,5,0.0,0.0,0.0,0.0,116.0,0.0,116.0,116.0,15038.172226146393,0.035128903659210835,15038.132129077272,15038.223860078393,0.8474922622145928,0.0002316184998754884,0.8471518196551509,0.8477566377581529,98.93333333333334,0.36514837167010555,98.66666666666667,99.33333333333333,0.05407407403578891,0.051907610613708605,0.0,0.12063838321477975,0.8112219249946065,0.15481396531096178,0.6822094999952242,1.0767246669856831,1.0,0.0,1.0,1.0
40.0,3.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Adaptive Spacing w/o GA,1,90.0,0.0,90.0,90.0,59.0,0.0,59.0,59.0,6656.620000000051,0.0,6656.620000000051,6656.620000000051,0.6551222668214232,0.0,0.6551222668214232,0.6551222668214232,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.6191406670259312,0.0,0.6191406670259312,0.6191406670259312,1.0,0.0,1.0,1.0
