beam_angle_deg,scene_id,scene_name,method,seed,orientation_deg,line_count,path_length_km,path_gain_vs_fixed_pct,coverage_pct,excess_overlap_pct,planning_time_s,feasible,resolution_stride,grid_ny,grid_nx,effective_resolution_m
120.0,gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Full Geometry-Aware Hybrid GA,19,0.0,116,15038.152762763526,0.8476205918542694,98.66666666666667,0.07262029135951134,0.936580125009641,1,1,150,120,1195.3825503357511
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Fixed-Spacing,0,0.0,73,6700.516576082014,0.0,99.33333333333333,0.8148148148148147,0.0601926499948604,1,1,150,120,758.7195321836407
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Adaptive Spacing w/o GA,0,90.0,59,6656.620000000046,0.6551222668213291,100.0,0.0,1.087083841994172,1,1,150,120,758.7195321836407
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,0,90.0,59,6656.620000000046,0.6551222668213291,100.0,0.0,0.5738702380040195,1,1,150,120,758.7195321836407
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,1,90.0,59,6656.620000000046,0.6551222668213291,100.0,0.0,0.5698506530025043,1,1,150,120,758.7195321836407
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,2,90.0,59,6656.620000000046,0.6551222668213291,100.0,0.0,0.5698785139975371,1,1,150,120,758.7195321836407
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,3,90.0,59,6656.620000000046,0.6551222668213291,100.0,0.0,0.5689972339896485,1,1,150,120,758.7195321836407
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,4,90.0,59,6656.547473748714,0.6562046647306382,99.16666666666667,0.007684744332857689,0.5690416300058132,1,1,150,120,758.7195321836407
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,5,90.0,59,6656.486502297001,0.6571146162399114,100.0,0.12672119973036985,0.6020255299954442,1,1,150,120,758.7195321836407
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,6,90.0,59,6656.5778427912,0.655751430384579,100.0,0.1285949962071297,0.5642839899956016,1,1,150,120,758.7195321836407
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,7,90.0,59,6656.6130217998125,0.6552264110340111,99.16666666666667,0.010865618508658546,0.5619107239908772,1,1,150,120,758.7195321836407
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,8,90.0,59,6656.570548383389,0.6558602937494886,99.16666666666667,0.11610392836292133,0.5618361339875264,1,1,150,120,758.7195321836407
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,9,90.0,59,6656.531270035214,0.6564464925556371,99.16666666666667,0.19888171260447932,0.5621283910004422,1,1,150,120,758.7195321836407
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,10,90.0,59,6656.620000000046,0.6551222668213291,100.0,0.0,0.5613406289921841,1,1,150,120,758.7195321836407
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,11,90.0,59,6656.60501858916,0.6553458527302096,99.16666666666667,0.020773690686440117,0.562418601999525,1,1,150,120,758.7195321836407
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,12,90.0,59,6656.612269000872,0.655237645972863,99.16666666666667,0.1539267079611943,0.562507649010513,1,1,150,120,758.7195321836407
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,13,90.0,59,6656.600344672867,0.6554156072967354,100.0,0.18360107655312105,0.5620802259945776,1,1,150,120,758.7195321836407
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,14,90.0,59,6656.620000000046,0.6551222668213291,100.0,0.0,0.5617832849966362,1,1,150,120,758.7195321836407
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,15,90.0,59,6656.512620779904,0.6567248181906612,99.16666666666667,0.08986579629008863,0.561107155008358,1,1,150,120,758.7195321836407
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,16,90.0,59,6656.457284226263,0.6575506732275433,99.16666666666667,0.1706374865906995,0.8807174260000465,1,1,150,120,758.7195321836407
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,17,90.0,59,6656.584803088311,0.6556475533620886,100.0,0.023072209947898787,0.9634269420057535,1,1,150,120,758.7195321836407
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,18,90.0,59,6656.4812904635055,0.6571923988024351,99.16666666666667,0.4644609658001306,0.6695165860000998,1,1,150,120,758.7195321836407
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,19,90.0,59,6656.588120938868,0.6555980370222713,100.0,0.002071706937115577,0.6288006789982319,1,1,150,120,758.7195321836407
120.0,gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Fixed-Spacing,0,0.0,117,15166.708910596337,0.0,100.0,1.576023391812865,0.022015152993844822,1,2,76,61,2390.7651006714877
120.0,gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Adaptive Spacing w/o GA,0,0.0,116,15038.223860078419,0.8471518196551613,98.68421052631578,0.0,0.6899750050069997,1,2,76,61,2390.7651006714877
120.0,gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Full Geometry-Aware Hybrid GA,0,0.0,116,15038.177857527377,0.8474551323336937,98.68421052631578,0.08711998751758405,0.5493905629991787,1,2,76,61,2390.7651006714877
120.0,gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Full Geometry-Aware Hybrid GA,1,0.0,116,15038.189656804117,0.8473773351213224,98.68421052631578,0.6493597240937482,0.6268299729999853,1,2,76,61,2390.7651006714877
120.0,gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Full Geometry-Aware Hybrid GA,2,0.0,116,15039.002901602345,0.8420152964415941,98.68421052631578,2.5129578066561287,0.5302074140054174,1,2,76,61,2390.7651006714877
120.0,gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Full Geometry-Aware Hybrid GA,3,0.0,116,15038.22200157942,0.8471640734605869,98.68421052631578,0.04761508736660471,0.5330218710005283,1,2,76,61,2390.7651006714877
120.0,gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Full Geometry-Aware Hybrid GA,4,0.0,116,15038.177375983221,0.8474583073412587,98.68421052631578,0.11950296998994193,0.5257161430054111,1,2,76,61,2390.7651006714877
120.0,gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Full Geometry-Aware Hybrid GA,5,0.0,116,15038.14048972424,0.8477015127670341,98.68421052631578,0.22067699544085279,0.5218776789988624,1,2,76,61,2390.7651006714877
120.0,gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Full Geometry-Aware Hybrid GA,6,0.0,116,15038.195250229672,0.8473404554951146,98.68421052631578,0.30697732506751885,0.5266209810069995,1,2,76,61,2390.7651006714877
120.0,gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Full Geometry-Aware Hybrid GA,7,0.0,116,15038.223860078419,0.8471518196551613,98.68421052631578,0.0,0.5224449449888198,1,2,76,61,2390.7651006714877
120.0,gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Full Geometry-Aware Hybrid GA,8,0.0,116,15038.219234487944,0.8471823179689466,98.68421052631578,0.028462254551853798,0.5268245429906528,1,2,76,61,2390.7651006714877
120.0,gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Full Geometry-Aware Hybrid GA,9,0.0,116,15038.222271653576,0.8471622927568191,98.68421052631578,0.18617694708462296,0.5369523460103665,1,2,76,61,2390.7651006714877
120.0,gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Full Geometry-Aware Hybrid GA,10,0.0,116,15038.091835810012,0.8480223069123846,98.68421052631578,0.7598918069034998,0.5256704549974529,1,2,76,61,2390.7651006714877
120.0,gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Full Geometry-Aware Hybrid GA,11,0.0,116,15038.131149741794,0.8477630948973467,98.68421052631578,0.061328209892093366,0.5223839419923024,1,2,76,61,2390.7651006714877
120.0,gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Full Geometry-Aware Hybrid GA,12,0.0,116,15038.218255468631,0.8471887730233579,98.68421052631578,0.08987062089862222,0.5222374129953096,1,2,76,61,2390.7651006714877
120.0,gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Full Geometry-Aware Hybrid GA,13,0.0,116,15038.223860078419,0.8471518196551613,98.68421052631578,0.0,0.5221073319989955,1,2,76,61,2390.7651006714877
120.0,gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Full Geometry-Aware Hybrid GA,14,0.0,116,15038.093884552569,0.8480087987573239,98.68421052631578,0.2523869186292815,0.5262713359988993,1,2,76,61,2390.7651006714877
120.0,gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Full Geometry-Aware Hybrid GA,15,0.0,116,15038.21585369925,0.8472046088213248,98.68421052631578,0.13531279265518273,0.5253828050044831,1,2,76,61,2390.7651006714877
120.0,gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Full Geometry-Aware Hybrid GA,16,0.0,116,15038.183001454829,0.8474212164229817,98.68421052631578,0.1054290943218334,0.5228241389995674,1,2,76,61,2390.7651006714877
120.0,gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Full Geometry-Aware Hybrid GA,17,0.0,116,15038.202290846948,0.8472940339720421,98.68421052631578,0.10621589811306735,0.5225741250033025,1,2,76,61,2390.7651006714877
120.0,gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Full Geometry-Aware Hybrid GA,18,0.0,116,15038.759685680745,0.8436189134361194,100.0,1.6281226584405726,0.5255226690060226,1,2,76,61,2390.7651006714877
120.0,gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Full Geometry-Aware Hybrid GA,19,0.0,116,15038.193456440189,0.8473522826455746,98.68421052631578,0.0948080866966466,0.5223429199977545,1,2,76,61,2390.7651006714877
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Fixed-Spacing,0,0.0,73,6700.516576082014,0.0,98.68421052631578,1.2061403508771928,0.01519890500640031,1,2,76,61,1517.439064367296
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Adaptive Spacing w/o GA,0,90.0,59,6656.620000000046,0.6551222668213291,100.0,0.0,0.6589742850046605,1,2,76,61,1517.439064367296
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,0,90.0,59,6656.620000000046,0.6551222668213291,100.0,0.0,0.3322786200005794,1,2,76,61,1517.439064367296
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,1,90.0,59,6656.620000000046,0.6551222668213291,100.0,0.0,0.335326267988421,1,2,76,61,1517.439064367296
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,2,90.0,59,6656.581875220419,0.6556912495138537,100.0,0.27100379360480986,0.3316666350001469,1,2,76,61,1517.439064367296
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,3,90.0,59,6656.57335743916,0.6558183707762545,100.0,0.26838619088310806,0.33216575799451675,1,2,76,61,1517.439064367296
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,4,90.0,59,6656.594524304522,0.655502471768744,100.0,0.11591624999748289,0.33254862899775617,1,2,76,61,1517.439064367296
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,5,90.0,59,6656.538949149043,0.6563318877525327,100.0,0.45733061187724183,0.3311754589958582,1,2,76,61,1517.439064367296
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,6,90.0,59,6656.513361291435,0.6567137666318337,100.0,0.10341857072770026,0.3317219029995613,1,2,76,61,1517.439064367296
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,7,90.0,59,6656.582896441727,0.6556760085798646,100.0,0.3609266089786547,0.3338923099945532,1,2,76,61,1517.439064367296
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,8,90.0,59,6656.604592323258,0.6553522144173626,100.0,0.11901471440702642,0.34368417199584655,1,2,76,61,1517.439064367296
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,9,90.0,59,6656.5797231430015,0.6557233675959849,100.0,0.17432329439198282,0.33188121499551926,1,2,76,61,1517.439064367296
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,10,90.0,59,6656.563956744466,0.6559586688351736,100.0,0.18596522819934624,0.33148005200200714,1,2,76,61,1517.439064367296
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,11,90.0,59,6656.570585290362,0.6558597429416126,100.0,0.22135509115095697,0.3315139719925355,1,2,76,61,1517.439064367296
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,12,90.0,59,6656.516406465163,0.656668319781685,100.0,0.05863331159352551,0.3330996970034903,1,2,76,61,1517.439064367296
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,13,90.0,59,6656.606372597477,0.6553256452088648,100.0,0.05596127597867088,0.33175026599201374,1,2,76,61,1517.439064367296
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,14,90.0,59,6656.620000000046,0.6551222668213291,100.0,0.0,0.33175916101026814,1,2,76,61,1517.439064367296
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,15,90.0,59,6656.617999704717,0.6551521196738219,100.0,0.19953860984875646,0.330556314002024,1,2,76,61,1517.439064367296
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,16,90.0,59,6656.5475942715675,0.6562028660207584,100.0,0.3617800465161298,0.3325797900033649,1,2,76,61,1517.439064367296
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,17,90.0,59,6656.591878164118,0.6555419633568033,100.0,0.22104973337159423,0.34144025400746614,1,2,76,61,1517.439064367296
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,18,90.0,59,6656.549820323996,0.656169643919103,100.0,0.5340946807378963,0.3335160819988232,1,2,76,61,1517.439064367296
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,19,90.0,59,6656.511634679889,0.6567395349666608,100.0,0.1771073176036909,0.34785565399215557,1,2,76,61,1517.439064367296
120.0,gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Fixed-Spacing,0,0.0,117,15166.708910596337,0.0,100.0,1.1742919389978208,0.014025498006958514,1,3,51,41,3586.147651006453
120.0,gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Adaptive Spacing w/o GA,0,0.0,116,15038.223860078419,0.8471518196551613,98.0392156862745,0.0,0.6122494290029863,1,3,51,41,3586.147651006453
120.0,gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Full Geometry-Aware Hybrid GA,0,0.0,116,15038.119370491988,0.8478407600643599,98.0392156862745,0.34651375375870863,0.4322331420116825,1,3,51,41,3586.147651006453
120.0,gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Full Geometry-Aware Hybrid GA,1,0.0,116,15038.048835136566,0.8483058270465114,98.0392156862745,0.6540720811933401,0.43330126799992286,1,3,51,41,3586.147651006453
120.0,gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Full Geometry-Aware Hybrid GA,2,0.0,116,15038.201367906553,0.8473001192763779,98.0392156862745,0.03522471706743717,0.43288277900137473,1,3,51,41,3586.147651006453
120.0,gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Full Geometry-Aware Hybrid GA,3,0.0,116,15038.14300234953,0.8476849460530154,98.0392156862745,0.1378266098041829,0.5022613350010943,1,3,51,41,3586.147651006453
120.0,gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Full Geometry-Aware Hybrid GA,4,0.0,116,15037.99909529555,0.8486337811287612,98.0392156862745,0.5639929434256629,1.14066367399937,1,3,51,41,3586.147651006453
120.0,gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Full Geometry-Aware Hybrid GA,5,0.0,116,15038.142009252548,0.8476914939269711,98.0392156862745,1.023776715486271,0.678196413005935,1,3,51,41,3586.147651006453
120.0,gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Full Geometry-Aware Hybrid GA,6,0.0,116,15038.217117195785,0.8471962780981432,98.0392156862745,0.0,0.5067486830084817,1,3,51,41,3586.147651006453
120.0,gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Full Geometry-Aware Hybrid GA,7,0.0,116,15038.190355770248,0.8473727265662647,98.0392156862745,0.37162396136499687,0.4848631770000793,1,3,51,41,3586.147651006453
120.0,gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Full Geometry-Aware Hybrid GA,8,0.0,116,15038.197930572203,0.8473227829562172,98.0392156862745,0.17369483912454384,0.4708952170039993,1,3,51,41,3586.147651006453
120.0,gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Full Geometry-Aware Hybrid GA,9,0.0,116,15038.12332533637,0.8478146842399656,98.0392156862745,0.3646633920138003,0.4339067109976895,1,3,51,41,3586.147651006453
120.0,gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Full Geometry-Aware Hybrid GA,10,0.0,116,15038.127585584085,0.8477865947728289,98.0392156862745,0.7144305243118749,0.43314022599952295,1,3,51,41,3586.147651006453
120.0,gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Full Geometry-Aware Hybrid GA,11,0.0,116,15038.035775830933,0.8483919321185467,98.0392156862745,0.29355232836607287,0.4329001089936355,1,3,51,41,3586.147651006453
120.0,gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Full Geometry-Aware Hybrid GA,12,0.0,116,15037.974647218862,0.8487949767898162,98.0392156862745,0.6108637843477588,0.4325098959961906,1,3,51,41,3586.147651006453
120.0,gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Full Geometry-Aware Hybrid GA,13,0.0,116,15038.149860852409,0.8476397252808696,98.0392156862745,0.30439603308214935,0.43562341899087187,1,3,51,41,3586.147651006453
120.0,gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Full Geometry-Aware Hybrid GA,14,0.0,116,15038.031077099213,0.8484229126809597,98.0392156862745,0.21995896885533806,0.43245184898842126,1,3,51,41,3586.147651006453
120.0,gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Full Geometry-Aware Hybrid GA,15,0.0,116,15038.08343309726,0.848077709259735,98.0392156862745,0.8971794161598209,0.43174513800477143,1,3,51,41,3586.147651006453
120.0,gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Full Geometry-Aware Hybrid GA,16,0.0,116,15038.121025195469,0.8478298499619057,98.0392156862745,0.21120454352772905,0.4326376110111596,1,3,51,41,3586.147651006453
120.0,gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Full Geometry-Aware Hybrid GA,17,0.0,116,15038.008810230052,0.8485697267939728,98.0392156862745,0.954352683373961,0.4344110320089385,1,3,51,41,3586.147651006453
120.0,gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Full Geometry-Aware Hybrid GA,18,0.0,116,15038.168753376402,0.8475151595355649,98.0392156862745,0.31988334833874826,0.4322400670062052,1,3,51,41,3586.147651006453
120.0,gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Full Geometry-Aware Hybrid GA,19,0.0,116,15038.03620176672,0.8483891237585454,98.0392156862745,0.7699066050975335,0.43152472900692374,1,3,51,41,3586.147651006453
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Fixed-Spacing,0,0.0,73,6700.516576082014,0.0,98.0392156862745,1.1982570806100217,0.009350002990686335,1,3,51,41,2276.15859655221
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Adaptive Spacing w/o GA,0,90.0,59,6656.620000000046,0.6551222668213291,100.0,0.0,0.5673367290000897,1,3,51,41,2276.15859655221
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,0,90.0,59,6656.354092727801,0.6590907261069096,97.5609756097561,0.8534225438381867,0.2796408599970164,1,3,51,41,2276.15859655221
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,1,90.0,59,6656.408611228994,0.6582770798667383,95.1219512195122,1.248512541095551,0.28230563399847597,0,3,51,41,2276.15859655221
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,2,90.0,59,6656.421625679164,0.6580828493171651,97.5609756097561,0.6882507991511799,0.28052864999335725,1,3,51,41,2276.15859655221
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,3,90.0,59,6656.437892505811,0.6578400795775198,97.5609756097561,0.7634278548993064,0.2796612329984782,1,3,51,41,2276.15859655221
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,4,90.0,59,6656.393793699275,0.6584982199766207,97.5609756097561,0.6997765685024734,0.28061695300857536,1,3,51,41,2276.15859655221
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,5,90.0,59,6656.538430745191,0.6563396245269437,97.5609756097561,0.1739030701166662,0.28084850498999003,1,3,51,41,2276.15859655221
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,6,90.0,59,6656.334352637733,0.6593853316025271,97.5609756097561,0.8377950243024342,0.2790962209983263,1,3,51,41,2276.15859655221
