scene_id,scene_label,terrain_class,method,method_label,method_family,radius_m,line_count,line_change_count,geometric_length_km,turn_arc_km,effective_length_km,turn_arc_share_pct,mission_time_h,path_gain_vs_fixed_pct,coverage_pct,excess_overlap_pct,feasible_C97_O3,effective_length_gain_vs_fixed_pct,mission_time_gain_vs_fixed_pct
gebco_puerto_rico_trench_complex,GEBCO Puerto Rico,complex_relief,Fixed-Spacing,Fixed,paper_reference,50.0,146,145,30861.81643020727,22.776546738525997,30884.592976945794,0.07374727831293697,5723.58694883043,0.0,99.42222222222222,0.43856848827903316,1,0.0,0.0
gebco_puerto_rico_trench_complex,GEBCO Puerto Rico,complex_relief,Fixed-Spacing,Fixed,paper_reference,100.0,146,145,30861.81643020727,45.553093477051995,30907.36952368432,0.1473858635628783,5732.022706881735,0.0,99.42222222222222,0.43856848827903316,1,0.0,0.0
gebco_puerto_rico_trench_complex,GEBCO Puerto Rico,complex_relief,Fixed-Spacing,Fixed,paper_reference,200.0,146,145,30861.81643020727,91.10618695410399,30952.922617161374,0.294337914648459,5748.894222984347,0.0,99.42222222222222,0.43856848827903316,1,0.0,0.0
gebco_puerto_rico_trench_complex,GEBCO Puerto Rico,complex_relief,Min-Span Boustrophedon,Min-span,external_heuristic,25.0,137,136,30709.749701577,10.681415022205298,30720.431116599204,0.03476974324241758,5690.946765115077,0.4927342140543256,98.57777777777777,0.0,1,0.4948420108769259,0.4969482532566973
gebco_puerto_rico_trench_complex,GEBCO Puerto Rico,complex_relief,Min-Span Boustrophedon,Min-span,external_heuristic,50.0,137,136,30709.749701577,21.362830044410597,30731.11253162141,0.06951531618788248,5694.90284475293,0.4927342140543256,98.57777777777777,0.0,1,0.4969482532567373,0.5011560815610772
gebco_puerto_rico_trench_complex,GEBCO Puerto Rico,complex_relief,Min-Span Boustrophedon,Min-span,external_heuristic,100.0,137,136,30709.749701577,42.72566008882119,30752.47536166582,0.138934051930273,5702.815004028637,0.4927342140543256,98.57777777777777,0.0,1,0.5011560815610795,0.5095531603186332
gebco_puerto_rico_trench_complex,GEBCO Puerto Rico,complex_relief,Min-Span Boustrophedon,Min-span,external_heuristic,200.0,137,136,30709.749701577,85.45132017764239,30795.20102175464,0.27748258606033144,5718.639322580054,0.4927342140543256,98.57777777777777,0.0,1,0.5095531603186513,0.5262733880775288
gebco_puerto_rico_trench_complex,GEBCO Puerto Rico,complex_relief,Contour-Parallel Fixed-Width,Contour,external_heuristic,25.0,146,145,30861.81643020727,11.388273369262999,30873.20470357653,0.0368872408245449,5719.369069804776,0.0,99.42222222222222,0.43856848827903316,1,0.0,0.0
gebco_puerto_rico_trench_complex,GEBCO Puerto Rico,complex_relief,Contour-Parallel Fixed-Width,Contour,external_heuristic,50.0,146,145,30861.81643020727,22.776546738525997,30884.592976945794,0.07374727831293697,5723.58694883043,0.0,99.42222222222222,0.43856848827903316,1,0.0,0.0
gebco_puerto_rico_trench_complex,GEBCO Puerto Rico,complex_relief,Contour-Parallel Fixed-Width,Contour,external_heuristic,100.0,146,145,30861.81643020727,45.553093477051995,30907.36952368432,0.1473858635628783,5732.022706881735,0.0,99.42222222222222,0.43856848827903316,1,0.0,0.0
gebco_puerto_rico_trench_complex,GEBCO Puerto Rico,complex_relief,Contour-Parallel Fixed-Width,Contour,external_heuristic,200.0,146,145,30861.81643020727,91.10618695410399,30952.922617161374,0.294337914648459,5748.894222984347,0.0,99.42222222222222,0.43856848827903316,1,0.0,0.0
gebco_puerto_rico_trench_complex,GEBCO Puerto Rico,complex_relief,Geometry-Shortest Fixed-Width,Geom-short,external_heuristic,25.0,137,136,30709.749701577,10.681415022205298,30720.431116599204,0.03476974324241758,5690.946765115077,0.4927342140543256,98.57777777777777,0.0,1,0.4948420108769259,0.4969482532566973
gebco_puerto_rico_trench_complex,GEBCO Puerto Rico,complex_relief,Geometry-Shortest Fixed-Width,Geom-short,external_heuristic,50.0,137,136,30709.749701577,21.362830044410597,30731.11253162141,0.06951531618788248,5694.90284475293,0.4927342140543256,98.57777777777777,0.0,1,0.4969482532567373,0.5011560815610772
gebco_puerto_rico_trench_complex,GEBCO Puerto Rico,complex_relief,Geometry-Shortest Fixed-Width,Geom-short,external_heuristic,100.0,137,136,30709.749701577,42.72566008882119,30752.47536166582,0.138934051930273,5702.815004028637,0.4927342140543256,98.57777777777777,0.0,1,0.5011560815610795,0.5095531603186332
gebco_puerto_rico_trench_complex,GEBCO Puerto Rico,complex_relief,Geometry-Shortest Fixed-Width,Geom-short,external_heuristic,200.0,137,136,30709.749701577,85.45132017764239,30795.20102175464,0.27748258606033144,5718.639322580054,0.4927342140543256,98.57777777777777,0.0,1,0.5095531603186513,0.5262733880775288
