scene_id,scene_name,scene_group,terrain_class,n_seeds,single_feasible_rate,ta_feasible_rate,coverage_preserving_segment_selected_seeds,transition_aware_segment_selected_seeds,feasibility_repair_seeds,retained_no_safe_segment_seeds,retained_lower_transition_objective_seeds,single_coverage_pct_mean,ta_coverage_pct_mean,coverage_delta_pp_ta_minus_single,cp_coverage_pct_mean,coverage_delta_pp_cp_minus_single,single_excess_overlap_pct_mean,ta_excess_overlap_pct_mean,excess_overlap_delta_pp_ta_minus_single,cp_excess_overlap_pct_mean,excess_overlap_delta_pp_cp_minus_single,single_path_length_km_mean,ta_path_length_km_mean,path_delta_pct_ta_vs_single,cp_path_length_km_mean,path_delta_pct_cp_vs_single,fixed_path_length_km_mean,single_mission_time_h_mean,ta_mission_time_h_mean,mission_time_delta_pct_ta_vs_single,cp_mission_time_h_mean,mission_time_delta_pct_cp_vs_single,single_path_gain_vs_fixed_pct_mean,cp_path_gain_vs_fixed_pct_mean,ta_path_gain_vs_fixed_pct_mean,decision_label
synthetic_complex,Complex Terrain,synthetic,complex_relief,30,0.0,1.0,30,30,30,0,0,96.83370370370372,97.17611111111113,0.34240740740740705,97.17611111111113,0.34240740740740705,7.17164821570562,1.3916902244452258,-5.779957991260394,1.3916902244452258,-5.779957991260394,254.14110953451882,265.3366072653105,4.405228949892117,265.3366072653105,4.405228949892117,342.37612472999996,51.601024487503544,60.37438988095429,17.00230854055123,60.37438988095429,17.00230854055123,25.771369211291777,22.50142807867907,22.50142807867907,blockwise repair required
gebco_monterey_canyon_complex,GEBCO Monterey Canyon,public,complex_relief,30,1.0,1.0,14,14,0,16,0,99.55555555555551,99.73703703703706,0.18148148148154064,99.73703703703706,0.18148148148154064,0.08231750325490904,0.048638218196932176,-0.03367928505797686,0.048638218196932176,-0.03367928505797686,6656.57676836537,6290.917147942418,-5.4932081931467955,6290.917147942418,-5.4932081931467955,6700.516576082025,1239.4480079901875,1173.6812448381168,-5.306133272884444,1173.6812448381168,-5.306133272884444,0.6557674653548442,6.112952986366776,6.112952986366776,select blockwise when gates justify
gebco_mariana_trench_complex,GEBCO Mariana Trench,public,complex_relief,30,1.0,1.0,0,0,0,30,0,99.0222222222222,99.0222222222222,0.0,99.0222222222222,0.0,0.12567596753806817,0.12567596753806817,0.0,0.12567596753806817,0.0,31797.611931473006,31797.611931473006,0.0,31797.611931473006,0.0,32015.95814679676,5905.201814795625,5905.201814795625,0.0,5905.201814795625,0.0,0.6819918189629388,0.6819918189629388,0.6819918189629388,reject blockwise due to coverage gate
gebco_puerto_rico_trench_complex,GEBCO Puerto Rico Trench,public,complex_relief,30,1.0,1.0,0,0,0,30,0,98.08407407407408,98.08407407407408,0.0,98.08407407407408,0.0,0.273664976964316,0.273664976964316,0.0,0.273664976964316,0.0,30709.65655355084,30709.65655355084,0.0,30709.65655355084,0.0,30861.81643020727,5702.797754394164,5702.797754394164,0.0,5702.797754394164,0.0,0.4930360369440044,0.4930360369440044,0.4930360369440044,reject blockwise due to coverage gate
usgs_southern_cascadia_30m_high,USGS Cascadia 30 m High,public,survey_grade_cascadia_high,30,1.0,1.0,8,0,0,15,15,98.41666666666666,98.41666666666666,0.0,98.48685185185182,0.07018518518516714,1.751730330408097,1.751730330408097,0.0,1.4028587760235256,-0.3488715543845713,72.9057848703611,72.9057848703611,0.0,73.80517105548081,1.233628012809918,97.254304852,14.780979390418269,14.780979390418269,0.0,14.95270373359449,1.1617927245574866,25.035930305287852,24.111152541991533,25.035930305287852,coverage selector finds cleanup; transition gate retains single
