scene_id,scene_name,method,method_label,scenario,n_mc,orientation_deg,line_count,path_length_km,path_gain_vs_fixed_pct,path_cost_vs_hybrid_pct,nominal_coverage_pct,nominal_excess_overlap_pct,coverage_pct_mean,coverage_pct_p05,coverage_pct_p50,coverage_pct_p95,excess_overlap_pct_mean,excess_overlap_pct_p50,excess_overlap_pct_p95,feasible_rate,selected_target_overlap,selected_quantile,selected_used_ga_cleanup,selected_selection_score,selected_base_coverage_pct,selected_base_excess_overlap_pct
gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Fixed-Spacing,Fixed,nominal,1,0.0,117,15166.70891059631,0.0,0.854876070044779,100.0,0.7985185185185184,100.0,100.0,100.0,100.0,0.7985185185185184,0.7985185185185184,0.7985185185185184,1.0,,,,,,
gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Fixed-Spacing,Fixed,moderate_noise,300,0.0,117,15166.70891059631,0.0,0.854876070044779,100.0,0.7985185185185184,99.22742592592593,98.8,99.2611111111111,99.58361111111111,1.588827515675174,1.4873845297392898,2.6609232932242626,0.98,,,,,,
gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Fixed-Spacing,Fixed,strong_noise,300,0.0,117,15166.70891059631,0.0,0.854876070044779,100.0,0.7985185185185184,97.77357407407408,95.09138888888889,98.09722222222221,99.2113888888889,3.4711694293542066,3.269930770368255,6.222130670995282,0.22,,,,,,
gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Adaptive Spacing w/o GA,Adaptive,nominal,1,0.0,116,15038.223860078393,0.8471518196551509,0.00048215220644728924,99.33333333333333,0.0,99.33333333333333,99.33333333333333,99.33333333333333,99.33333333333333,0.0,0.0,0.0,1.0,,,,,,
gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Adaptive Spacing w/o GA,Adaptive,moderate_noise,300,0.0,116,15038.223860078393,0.8471518196551509,0.00048215220644728924,99.33333333333333,0.0,98.96746296296297,98.57166666666667,98.99444444444444,99.33333333333333,0.726014163233854,0.6487542888717805,1.7152150409376292,0.9966666666666667,,,,,,
gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Adaptive Spacing w/o GA,Adaptive,strong_noise,300,0.0,116,15038.223860078393,0.8471518196551509,0.00048215220644728924,99.33333333333333,0.0,97.41666666666667,94.60416666666667,97.8,98.9675,2.576124777750021,2.3704402346431417,5.402430435356005,0.4,,,,,,
gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Full Geometry-Aware Hybrid GA,Hybrid,nominal,1,0.0,116,15038.151353299834,0.847629884995405,0.0,99.33333333333333,0.017754944001838673,99.33333333333333,99.33333333333333,99.33333333333333,99.33333333333333,0.017754944001838673,0.017754944001838673,0.017754944001838673,1.0,,,,,,
gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Full Geometry-Aware Hybrid GA,Hybrid,moderate_noise,300,0.0,116,15038.151353299834,0.847629884995405,0.0,99.33333333333333,0.017754944001838673,98.89635185185185,98.34416666666667,98.91111111111111,99.30583333333334,0.8780612520444019,0.8031680814722677,1.8896913801968416,0.9966666666666667,,,,,,
gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Full Geometry-Aware Hybrid GA,Hybrid,strong_noise,300,0.0,116,15038.151353299834,0.847629884995405,0.0,99.33333333333333,0.017754944001838673,97.31598148148147,94.52138888888888,97.74166666666667,98.97805555555556,2.6668600562906946,2.4985350762541616,5.513851092222462,0.35,,,,,,
gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Uncertainty-Aware Margin Hybrid,UA-Hybrid,nominal,1,0.0,116,15038.223860078393,0.8471518196551509,0.00048215220644728924,99.33333333333333,0.0,99.33333333333333,99.33333333333333,99.33333333333333,99.33333333333333,0.0,0.0,0.0,1.0,0.15,0.18,1,79.20753715722608,99.33333333333333,0.0
gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Uncertainty-Aware Margin Hybrid,UA-Hybrid,moderate_noise,300,0.0,116,15038.223860078393,0.8471518196551509,0.00048215220644728924,99.33333333333333,0.0,98.96746296296297,98.57166666666667,98.99444444444444,99.33333333333333,0.726014163233854,0.6487542888717805,1.7152150409376292,0.9966666666666667,0.15,0.18,1,79.20753715722608,99.33333333333333,0.0
gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Uncertainty-Aware Margin Hybrid,UA-Hybrid,strong_noise,300,0.0,116,15038.223860078393,0.8471518196551509,0.00048215220644728924,99.33333333333333,0.0,97.41666666666667,94.60416666666667,97.8,98.9675,2.576124777750021,2.3704402346431417,5.402430435356005,0.4,0.15,0.18,1,79.20753715722608,99.33333333333333,0.0
gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Fixed-Spacing,Fixed,nominal,1,0.0,73,6700.516576082025,0.0,0.6594424209579851,99.33333333333333,0.8148148148148147,99.33333333333333,99.33333333333333,99.33333333333333,99.33333333333333,0.8148148148148147,0.8148148148148147,0.8148148148148147,1.0,,,,,,
gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Fixed-Spacing,Fixed,moderate_noise,300,0.0,73,6700.516576082025,0.0,0.6594424209579851,99.33333333333333,0.8148148148148147,99.19514814814815,98.68833333333335,99.2388888888889,99.66194444444444,1.4946320834462157,1.417572214634832,2.4784206455649236,0.9933333333333333,,,,,,
