scene_id,scene_name,target_overlap,quantile,used_ga_cleanup,orientation_deg,line_count,path_length_km,coverage_pct,excess_overlap_pct,moderate_feasible_rate,moderate_coverage_p05,moderate_overlap_p95,strong_feasible_rate,strong_coverage_p05,strong_overlap_p95,selection_score
gebco_monterey_canyon_complex,GEBCO Monterey Canyon,0.2,0.3,1,0.0,77,7061.587073401589,99.33333333333333,0.0,0.7166666666666667,98.82194444444444,4.0896118699033535,0.24166666666666667,96.67944444444446,8.027111991657286,155.39855994546733
gebco_monterey_canyon_complex,GEBCO Monterey Canyon,0.2,0.34,1,0.0,77,7061.587073401589,99.33333333333333,0.0,0.7166666666666667,98.82194444444444,4.0896118699033535,0.24166666666666667,96.67944444444446,8.027111991657286,155.39855994546733
gebco_monterey_canyon_complex,GEBCO Monterey Canyon,0.25,0.18,0,0.0,82,7512.9351950510445,99.33333333333333,4.999999999999999,0.08333333333333333,98.66666666666667,8.279645486430123,0.041666666666666664,97.71027777777778,10.174109368432637,360.05509645641826
gebco_monterey_canyon_complex,GEBCO Monterey Canyon,0.25,0.22,0,0.0,82,7512.9351950510445,99.33333333333333,4.999999999999999,0.08333333333333333,98.66666666666667,8.279645486430123,0.041666666666666664,97.71027777777778,10.174109368432637,360.05509645641826
gebco_monterey_canyon_complex,GEBCO Monterey Canyon,0.25,0.26,0,0.0,82,7512.9351950510445,99.33333333333333,4.999999999999999,0.08333333333333333,98.66666666666667,8.279645486430123,0.041666666666666664,97.71027777777778,10.174109368432637,360.05509645641826
gebco_monterey_canyon_complex,GEBCO Monterey Canyon,0.25,0.3,0,0.0,82,7512.9351950510445,99.33333333333333,4.999999999999999,0.08333333333333333,98.66666666666667,8.279645486430123,0.041666666666666664,97.71027777777778,10.174109368432637,360.05509645641826
gebco_monterey_canyon_complex,GEBCO Monterey Canyon,0.25,0.34,0,0.0,82,7512.9351950510445,99.33333333333333,4.999999999999999,0.08333333333333333,98.66666666666667,8.279645486430123,0.041666666666666664,97.71027777777778,10.174109368432637,360.05509645641826
gebco_monterey_canyon_complex,GEBCO Monterey Canyon,0.3,0.18,0,90.0,71,7991.920000000063,99.16666666666667,10.000000000000002,0.0,98.23833333333333,12.332046873423543,0.0,97.05499999999999,15.469676776883494,498.432948948906
gebco_monterey_canyon_complex,GEBCO Monterey Canyon,0.3,0.22,0,90.0,71,7991.920000000063,99.16666666666667,10.000000000000002,0.0,98.23833333333333,12.332046873423543,0.0,97.05499999999999,15.469676776883494,498.432948948906
gebco_monterey_canyon_complex,GEBCO Monterey Canyon,0.3,0.26,0,90.0,71,7991.920000000063,99.16666666666667,10.000000000000002,0.0,98.23833333333333,12.332046873423543,0.0,97.05499999999999,15.469676776883494,498.432948948906
gebco_monterey_canyon_complex,GEBCO Monterey Canyon,0.3,0.3,0,90.0,71,7991.920000000063,99.16666666666667,10.000000000000002,0.0,98.23833333333333,12.332046873423543,0.0,97.05499999999999,15.469676776883494,498.432948948906
gebco_monterey_canyon_complex,GEBCO Monterey Canyon,0.3,0.34,0,90.0,71,7991.920000000063,99.16666666666667,10.000000000000002,0.0,98.23833333333333,12.332046873423543,0.0,97.05499999999999,15.469676776883494,498.432948948906
usgs_southern_cascadia_30m_high,USGS Cascadia 30 m High,0.05,0.18,0,135.0,12,74.6926933788125,99.33888888888889,3.0206319654887412,0.425,98.58777777777777,4.879074234068331,0.30833333333333335,95.98444444444445,6.769293186725546,208.7528400087219
usgs_southern_cascadia_30m_high,USGS Cascadia 30 m High,0.05,0.22,0,150.0,12,73.67165520949035,98.53333333333333,2.6082527211784594,0.5666666666666667,97.15527777777778,3.9849041765647617,0.20833333333333334,94.49805555555554,6.087339649093336,184.22322066642025
usgs_southern_cascadia_30m_high,USGS Cascadia 30 m High,0.05,0.26,0,135.0,12,73.14453394770378,99.11666666666666,1.7950463837160515,0.8666666666666667,98.08555555555556,3.3673835205305807,0.4,94.99027777777778,5.323195946640655,101.49032394701489
usgs_southern_cascadia_30m_high,USGS Cascadia 30 m High,0.05,0.3,0,135.0,12,71.92889253032074,98.86111111111111,1.568176918703822,0.9833333333333333,97.68750000000001,2.728890750185114,0.45,94.24305555555556,4.610854870911888,73.63176886433261
usgs_southern_cascadia_30m_high,USGS Cascadia 30 m High,0.05,0.34,1,135.0,11,68.38571767928426,98.03333333333333,0.9356498246204428,0.8583333333333333,96.50666666666667,2.130156510955974,0.35833333333333334,92.53055555555555,3.7972963924653578,112.42892669527835
usgs_southern_cascadia_30m_high,USGS Cascadia 30 m High,0.1,0.18,0,135.0,13,78.14515891788218,99.43333333333332,4.742657068062615,0.05,99.08833333333334,6.548182756313517,0.06666666666666667,97.45416666666667,9.165451413320314,327.8936695868122
usgs_southern_cascadia_30m_high,USGS Cascadia 30 m High,0.1,0.22,1,135.0,12,73.37941694252596,98.63333333333333,2.128421699818817,0.75,97.86027777777778,4.03257702773909,0.275,95.37138888888889,6.510659494929951,145.52407145354286
usgs_southern_cascadia_30m_high,USGS Cascadia 30 m High,0.1,0.26,0,135.0,12,73.98539741728227,98.98333333333333,2.3558302240986873,0.6916666666666667,98.21611111111112,4.004418696553164,0.35833333333333334,95.53777777777778,5.9743663208855216,144.7089196973469
usgs_southern_cascadia_30m_high,USGS Cascadia 30 m High,0.1,0.3,1,135.0,12,72.11489383660428,98.82777777777778,1.4173866266534898,0.9583333333333334,97.97666666666666,2.9200022265471484,0.4666666666666667,95.2513888888889,5.3323249186964485,73.98082157179374
usgs_southern_cascadia_30m_high,USGS Cascadia 30 m High,0.1,0.34,0,135.0,12,72.41194694973566,98.69444444444444,1.7552931729886398,0.9583333333333334,97.88277777777778,2.7691670423884345,0.475,94.9325,4.645624354183314,71.5178341920877
usgs_southern_cascadia_30m_high,USGS Cascadia 30 m High,0.15,0.18,0,120.0,13,82.4056739774924,99.65,6.582484346248742,0.0,99.57194444444444,8.505930745642935,0.0,98.62055555555555,11.299420207023982,394.69759687279816
usgs_southern_cascadia_30m_high,USGS Cascadia 30 m High,0.15,0.22,0,120.0,12,79.93424879380943,99.18333333333334,5.840669589335687,0.0,98.92194444444443,7.909756514755412,0.0,97.68555555555555,10.223739456019858,373.2522346764461
usgs_southern_cascadia_30m_high,USGS Cascadia 30 m High,0.15,0.26,0,135.0,13,78.59910962928994,99.36666666666667,4.4663083877717575,0.075,99.01055555555557,6.452559823177862,0.09166666666666666,97.9413888888889,9.15597258635415,320.02905848358984
usgs_southern_cascadia_30m_high,USGS Cascadia 30 m High,0.15,0.3,1,135.0,13,76.26423550353944,99.10555555555555,2.765075846052384,0.4,98.45527777777777,4.488737101943389,0.24166666666666667,96.98277777777778,7.216925824618171,207.16412249004318
usgs_southern_cascadia_30m_high,USGS Cascadia 30 m High,0.15,0.34,1,135.0,13,75.19337839839079,99.05000000000001,2.256083506443756,0.6666666666666666,98.29666666666667,4.0263832460489475,0.31666666666666665,96.42805555555556,6.636853819889883,150.24943105072234
usgs_southern_cascadia_30m_high,USGS Cascadia 30 m High,0.2,0.18,0,135.0,14,84.96970368529597,99.5,9.108931105555666,0.0,99.34361111111112,12.219526485339893,0.0,98.40138888888889,14.075229797884713,480.5836064440783
usgs_southern_cascadia_30m_high,USGS Cascadia 30 m High,0.2,0.22,0,150.0,14,84.6290009444787,99.1,7.8156504039789825,0.0,98.7611111111111,10.957899749748533,0.0,97.78694444444444,12.479039610448412,444.76778833664287
usgs_southern_cascadia_30m_high,USGS Cascadia 30 m High,0.2,0.26,0,135.0,14,82.4347800216884,99.40555555555555,6.456656070438281,0.008333333333333333,99.11027777777778,9.532412590464574,0.03333333333333333,97.8788888888889,11.525623651991003,406.8926314684458
usgs_southern_cascadia_30m_high,USGS Cascadia 30 m High,0.2,0.3,0,135.0,13,80.23902034788277,99.02222222222223,5.822690420448243,0.008333333333333333,98.59944444444444,8.37842389287781,0.041666666666666664,97.81083333333333,11.188604947584075,383.60712891491795
usgs_southern_cascadia_30m_high,USGS Cascadia 30 m High,0.2,0.34,0,135.0,13,79.5046463373128,99.27222222222221,4.6433589497416845,0.03333333333333333,98.88305555555556,7.225745089947103,0.08333333333333333,98.00861111111111,9.905225565840038,345.32342191121035
usgs_southern_cascadia_30m_high,USGS Cascadia 30 m High,0.25,0.18,0,120.0,14,90.88112574081495,99.64444444444445,12.625703546038828,0.0,99.62222222222222,15.867045683134867,0.0,99.26444444444445,17.311374260236985,575.2556937854176
usgs_southern_cascadia_30m_high,USGS Cascadia 30 m High,0.25,0.22,0,120.0,14,90.14016466483527,99.65,11.92685895471384,0.0,99.6111111111111,15.154072693061561,0.0,99.23555555555556,16.593617857938682,556.2790650343978
usgs_southern_cascadia_30m_high,USGS Cascadia 30 m High,0.25,0.26,0,135.0,15,87.68742671985764,99.50555555555556,10.799992752113914,0.0,99.4386111111111,13.896458413005055,0.0,99.08527777777778,16.218625586741393,529.6503844287894
usgs_southern_cascadia_30m_high,USGS Cascadia 30 m High,0.25,0.3,0,135.0,14,85.17023144021908,99.37222222222222,9.712556704448538,0.0,99.2611111111111,12.711981291267797,0.008333333333333333,98.555,14.416968823446394,492.20855670782953
usgs_southern_cascadia_30m_high,USGS Cascadia 30 m High,0.25,0.34,0,135.0,14,83.42037178394126,99.46111111111111,7.844387007627424,0.0,99.31055555555555,10.699411715850172,0.041666666666666664,98.39555555555555,12.494883461158127,437.9359360406941
usgs_southern_cascadia_30m_high,USGS Cascadia 30 m High,0.3,0.18,0,150.0,16,96.61150105077512,99.28888888888889,17.08127781754838,0.0,99.21111111111112,19.499446104300194,0.0,99.02722222222224,22.822524329558554,691.5595657994776
usgs_southern_cascadia_30m_high,USGS Cascadia 30 m High,0.3,0.22,0,135.0,16,94.14879167216367,99.4888888888889,16.04847916410488,0.0,99.48333333333333,18.361082105237855,0.0,99.30527777777777,21.82012831989943,661.9512716010246
usgs_southern_cascadia_30m_high,USGS Cascadia 30 m High,0.3,0.26,0,135.0,16,92.65645313518003,99.49444444444444,14.818419026937917,0.0,99.47222222222221,17.571712401059358,0.0,99.28777777777778,20.754134574673774,636.5303180259384
usgs_southern_cascadia_30m_high,USGS Cascadia 30 m High,0.3,0.3,0,135.0,15,90.32726480761215,99.5,13.650596941637648,0.0,99.41583333333332,16.624564057819946,0.0,99.09277777777777,18.67077113877527,600.4936652189862
usgs_southern_cascadia_30m_high,USGS Cascadia 30 m High,0.3,0.34,0,135.0,15,88.99922896951459,99.5,12.282626314056005,0.0,99.44944444444445,15.19353411541908,0.0,99.04222222222224,17.19289937308612,562.3442666041741
